2
0.1 15
151 4
1 2 I(L1) I(V1) 
1 0.9639340114318847 -0.001257529553426326 0.03480845901468891 
1 0.9643722211985728 -0.004382097666880972 0.03124568113454619 
1 0.9650879757523586 -0.007157545537859245 0.02775447870978206 
1 0.9660473224156579 -0.009593466632994253 0.02435921095134784 
1 0.967217478667138 -0.01170156251480037 0.02108095881806163 
1 0.968567011518317 -0.01349532851178963 0.01793765996989333 
1 0.970065986956151 -0.01498975437834052 0.01494425866550843 
1 0.9716860910717119 -0.01620104115560865 0.01211286777267961 
1 0.9734007245895892 -0.01714633517877236 0.009452940231638524 
1 0.9751850725823651 -0.01784347992775987 0.006971447489875028 
1 0.9770161512012411 -0.01831078618875978 0.004673062609999135 
1 0.9788728332794965 -0.01856682078255457 0.002560345937948798 
1 0.9807358546718031 -0.01863021392306769 0.0006339314051291129 
1 0.9825878031813425 -0.01851948509539403 -0.001107288276736623 
1 0.9844130919000146 -0.01825288718672064 -0.002665979086735175 
1 0.9861979187465658 -0.0178482684655128 -0.004046187212078601 
1 0.9879302139349311 -0.01732295188365429 -0.005253165818585491 
1 0.9895995770421527 -0.01669363107221738 -0.006293208114370199 
1 0.9911972052735042 -0.01597628231351556 -0.007173487587019775 
1 0.992715814443429 -0.01518609169924785 -0.007901906142676864 
1 0.9941495541060331 -0.01433739662604042 -0.008486950732073558 
1 0.9954939181794958 -0.01344364073462811 -0.008937558914123964 
1 0.9967456523161334 -0.01251734136637715 -0.009262993682510609 
1 0.9979026591751211 -0.01157006858987744 -0.009472727764998494 
1 0.9989639026591181 -0.01061243483996877 -0.009576337499086707 
1 0.9999293120802041 -0.009654094210862102 -0.009583406291066288 
1 1.000799687125505 -0.008703750453010695 -0.009503437578515779 
1 1.00157660439942 -0.007769172739153243 -0.009345777138573723 
1 1.002262326228178 -0.006857218287577793 -0.009119544515755907 
1 1.002859712324102 -0.005973860959243335 -0.008833573283345683 
1 1.003372134822015 -0.005124224979128931 -0.008496359801144162 
1 1.003803397119036 -0.004312622970204884 -0.008116020089240589 
1 1.004157656872036 -0.003542597530001368 -0.007700254402037028 
1 1.00443935343445 -0.00281696562414236 -0.007256319058592062 
1 1.004653139946224 -0.002137865117745346 -0.006791005063969625 
1 1.004803820227587 -0.0015068028136242 -0.006310623041210959 
1 1.004896290569106 -0.0009247034151943952 -0.005820993984300354 
1 1.00493548645724 -0.0003919588813365788 -0.00532744533857638 
1 1.004926334226214 9.152231025878321e-005 -0.004834811915955007 
1 1.004873707583612 0.0005262664260180664 -0.004347441157593818 
1 1.004782388918352 0.0009131866525938655 -0.003869202265758578 
1 1.004657035265701 0.001253536526512482 -0.003403498739188479 
1 1.004502148774432 0.001548864912687091 -0.002953283861745248 
1 1.004322051496042 0.001800972783901168 -0.002521078712141028 
1 1.004120864294825 0.002011872012167059 -0.00210899228265847 
1 1.003902489660442 0.002183746343828325 -0.001718743316614208 
1 1.003670598191085 0.002318914693578894 -0.001351683497505749 
1 1.003428618505257 0.00241979685827675 -0.001008821646980059 
1 1.003179730333293 0.002488881719641683 -0.000690848613650813 
1 1.002926860535728 0.002528697975649329 -0.0003981625600780677 
1 1.002672681794356 0.002541787413713808 -0.000130894380642449 
1 1.002419613722901 0.002530680714549034 0.0001110669916476909 
1 1.00216982614751 0.002497875753908956 0.0003280496063987144 
1 1.001925244312496 0.002445818350144022 0.0005205740376482902 
1 1.001687555773631 0.00237688538864298 0.0006893296150114449 
1 1.001458218749667 0.002293370239645033 0.0008351514899781365 
1 1.001238471712314 0.002197470373523963 0.0009589986612095752 
1 1.00102934400558 0.00209127706734728 0.001061933061767549 
1 1.000831667296759 0.001976767088202815 0.001145099791443484 
1 1.000646087673527 0.001855796232323008 0.001209708558796166 
1 1.000473078214096 0.001730094594302388 0.00125701638020582 
1 1.000312951870338 0.001601263437578199 0.001288311567239674 
1 1.00016587451677 0.001470773535686472 0.001304899018916656 
1 1.000031878031421 0.00133996485348035 0.001308086822058814 
1 0.9999108732875814 0.001210047438398494 0.00129917415081697 
1 0.9998026629481978 0.001082103393834578 0.001279440445636755 
1 0.9997069539672379 0.0009570898095984882 0.001250135842360553 
1 0.9996233697144159 0.0008358425282180843 0.001212472813802149 
1 0.9995514616513834 0.000719080630323874 0.001167618978940484 
1 0.9994907204986391 0.0006074115274434919 0.001116691028804397 
1 0.9994405868430257 0.0005013365561327933 0.001060749713106977 
1 0.9994004611456891 0.0004012569733650581 0.001000795827675895 
1 0.9993697131197492 0.0003074802593999135 0.0009377671396508041 
1 0.9993476904556613 0.0002202266408782128 0.0008725361852169307 
1 0.9993337268803058 0.0001396357535534655 0.0008059088732475261 
1 0.9993271495432261 6.577337079619972e-005 0.0007386238275701358 
1 0.9993272857301523 -1.361869262252852e-006 0.0006713524005853766 
1 0.9993334689099942 -6.183179842087622e-005 0.0006046992915848101 
1 0.9993450441268789 -0.0001157521688483783 0.0005392037042727013 
1 0.99936137275356 -0.0001632862668113081 0.0004753409796287047 
1 0.999381836626664 -0.0002046387310407912 0.0004135246422951119 
1 0.9994058415877788 -0.0002400496111482286 0.0003541088010729933 
1 0.9994328204573617 -0.0002697886958290691 0.0002973908468091703 
1 0.9994622354708835 -0.0002941501352188742 0.0002436143938975348 
1 0.9994935802085528 -0.0003134473766942566 0.0001929724147528311 
1 0.9995263810514211 -0.0003280084286837939 0.0001456105198949591 
1 0.999560198197686 -0.0003381714626503577 0.0001016303396635642 
